filename,archiveType,proxyObservationType,units
Asi-MONG029.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-MONG029.Jacoby.2010.lpd,tree,TRW,NA
Asi-MONG030.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-MONG030.Jacoby.2010.lpd,tree,TRW,NA
Asi-MONG031.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-MONG031.Jacoby.2010.lpd,tree,TRW,NA
Asi-MONG032.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-MONG032.Jacoby.2010.lpd,tree,TRW,NA
Asi-MONG033.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-MONG033.Jacoby.2010.lpd,tree,TRW,NA
Asi-MQACJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQACJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MQAXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQAXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MQBXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQBXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MQDXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQDXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MQFXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQFXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MQRXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-MQRXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-MTASMD.Davi.2013.lpd,tree,Trsgi,NA
Asi-MTASMD.Davi.2013.lpd,tree,TRW,NA
Asi-MTASSP.Davi.2013.lpd,tree,Trsgi,NA
Asi-MTASSP.Davi.2013.lpd,tree,TRW,NA
Asi-NEPA003.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA003.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA010.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA010.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA014.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA014.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA015.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA015.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA018.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA018.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA019.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA019.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA021.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA021.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA025.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA025.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA027.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA027.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA029.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA029.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA030.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA030.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA032.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA032.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA036.Krusic.2013.lpd,tree,Trsgi,NA
Asi-NEPA036.Krusic.2013.lpd,tree,TRW,NA
Asi-NEPA042.Krusic.2010.lpd,tree,Trsgi,NA
Asi-NEPA042.Krusic.2010.lpd,tree,TRW,NA
Asi-NOGSAK.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-NOGSAK.PAGES2k.2013.lpd,tree,TRW,NA
Asi-PAKI001.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI001.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI002.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI002.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI003.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI003.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI004.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI004.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI006.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI006.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI007.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI007.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI009.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI009.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI010.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI010.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI011.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI011.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI012.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI012.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI014.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI014.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI015.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI015.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI016.Esper.2007.lpd,tree,Trsgi,NA
Asi-PAKI016.Esper.2007.lpd,tree,TRW,NA
Asi-PAKI017.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI017.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI018.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI018.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI020.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI020.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI021.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI021.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI022.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI022.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI023.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI023.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI024.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI024.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI025.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI025.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI027.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI027.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI028.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI028.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI029.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI029.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI030.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI030.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI031.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI031.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI033.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI033.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI035.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI035.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI036.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI036.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI039.Cook.2013.lpd,tree,Trsgi,NA
Asi-PAKI039.Cook.2013.lpd,tree,TRW,NA
Asi-PAKI040.Cook.2011.lpd,tree,Trsgi,NA
Asi-PAKI040.Cook.2011.lpd,tree,TRW,NA
Asi-PTCYUN.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-PTCYUN.PAGES2k.2013.lpd,tree,TRW,NA
Asi-Puruogangri.Thompson.2006.lpd,glacier ice,AgeMin,AD
Asi-Puruogangri.Thompson.2006.lpd,glacier ice,AgeMax,AD
Asi-Puruogangri.Thompson.2006.lpd,glacier ice,D18O,permil
Asi-QUMAJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-QUMAJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-RANGCD.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-RANGCD.PAGES2k.2013.lpd,tree,TRW,NA
Asi-RUSS219.Jacoby.2010.lpd,tree,Trsgi,NA
Asi-RUSS219.Jacoby.2010.lpd,tree,TRW,NA
Asi-RUSS236.Sano.2009.lpd,tree,Trsgi,NA
Asi-RUSS236.Sano.2009.lpd,tree,TRW,NA
Asi-SANGTS.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-SANGTS.PAGES2k.2013.lpd,tree,TRW,NA
Asi-SHIESP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-SHIESP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-SHIYAT.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-SHIYAT.PAGES2k.2013.lpd,tree,TRW,NA
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,Core,NotApplicable
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,SampleID,NotApplicable
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,AgeMin,AD
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,AgeMax,AD
Asi-SO90-39KG_SO130-275KL.Munz.2015.lpd,marine sediment,Depth top,mm
Asi-SO90-39KG_SO130-275KL.Munz.2015.lpd,marine sediment,Depth bottom,mm
Asi-SO90-39KG_SO130-275KL.Munz.2015.lpd,marine sediment,AgeMax,AD
Asi-SO90-39KG_SO130-275KL.Munz.2015.lpd,marine sediment,AgeMin,AD
Asi-SODAPS.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-SODAPS.PAGES2k.2013.lpd,tree,TRW,NA
Asi-SourthAndMiddleUrals.Demezhko.2007.lpd,physical sample,GhostMeasured,NotApplicable
Asi-SouthChina.Wang.1998.lpd,documents,GhostMeasured,NotApplicable
Asi-TDAXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-TDAXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-TDBXJP.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-TDBXJP.PAGES2k.2013.lpd,tree,TRW,NA
Asi-TH001.Buckley.2010.lpd,tree,Trsgi,NA
Asi-TH001.Buckley.2010.lpd,tree,TRW,NA
Asi-TIANMU.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-TIANMU.PAGES2k.2013.lpd,tree,TRW,NA
Asi-TW001.Wright.2010.lpd,tree,Trsgi,NA
Asi-TW001.Wright.2010.lpd,tree,TRW,NA
Asi-UKHEWD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHEWD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHEWW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHEWW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHLWD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHLWD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHLWW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHLWW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHMND.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHMND.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHMXD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHMXD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UKHTRW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UKHTRW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULEWD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULEWD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULEWW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULEWW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULLWD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULLWD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULLWW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULLWW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULMND.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULMND.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULMXD.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULMXD.Schweingruber.2002.lpd,tree,TRW,NA
Asi-UULTRW.Schweingruber.2002.lpd,tree,Trsgi,NA
Asi-UULTRW.Schweingruber.2002.lpd,tree,TRW,NA
Asi-VIET001.Buckley.2010.lpd,tree,Trsgi,NA
Asi-VIET001.Buckley.2010.lpd,tree,TRW,NA
Asi-WEXYUN.Wright.2010.lpd,tree,Trsgi,NA
Asi-WEXYUN.Wright.2010.lpd,tree,TRW,NA
Asi-WULANJ.PAGES2k.2013.lpd,tree,Trsgi,NA
Asi-WULANJ.PAGES2k.2013.lpd,tree,TRW,NA
Asi-WXIYUN.Wright.2010.lpd,tree,Trsgi,NA
Asi-WXIYUN.Wright.2010.lpd,tree,TRW,NA
Asi-YKC.Yasue.2013.lpd,tree,Trsgi,NA
Asi-YKC.Yasue.2013.lpd,tree,TRW,NA
Asi-YKCOM.Yasue.2013.lpd,tree,Trsgi,NA
Asi-YKCOM.Yasue.2013.lpd,tree,TRW,NA
Asi-ZHANGX.PAGES2k.2010.lpd,tree,Trsgi,NA
Asi-ZHANGX.PAGES2k.2010.lpd,tree,TRW,NA
Asi-ZhejiangAndFujian.Zhang.1980.lpd,documents,GhostMeasured,NotApplicable
Asi-ZHIDJP.Shao.2003.lpd,tree,Trsgi,NA
Asi-ZHIDJP.Shao.2003.lpd,tree,TRW,NA
Aus-BuckleysChance.Buckley.1997.lpd,tree,Trsgi,NA
Aus-BuckleysChance.Buckley.1997.lpd,tree,TRW,NA
Aus-CTPEastTasmania.Allen.2001.lpd,tree,Trsgi,NA
Aus-CTPEastTasmania.Allen.2001.lpd,tree,TRW,NA
Aus-CTPWestTasmania.Allen.2001.lpd,tree,Trsgi,NA
Aus-CTPWestTasmania.Allen.2001.lpd,tree,TRW,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,R650 700,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,Reflectance,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,R570 630,NotApplicable
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,R660 670,NotApplicable
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,RABD660 670,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,Reflectance,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,WaterContent,percent
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,N,percent
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,C,percent
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,C N,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,BSi,percent
Aus-MtRead.Cook.2006.lpd,tree,GhostMeasured,NotApplicable
Aus-Oroko.Cook.2002.lpd,tree,GhostMeasured,NotApplicable
Aus-PinkPine.Duncan.2010.lpd,tree,Trsgi,NA
Aus-PinkPine.Duncan.2010.lpd,tree,TRW,NA
Aus-StewartIsland.D'Arrigo.1996.lpd,tree,Trsgi,NA
Aus-StewartIsland.D'Arrigo.1996.lpd,tree,TRW,NA
Aus-TakapariCedar.Xiong.2000.lpd,tree,Trsgi,NA
Aus-TakapariCedar.Xiong.2000.lpd,tree,TRW,NA
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,D18O,per mil
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,Mg/Ca,mmol/mol
BJ8-03-70GGC.Linsley.2010.lpd,marine sediment,D18O,per mil
BJ8-03-70GGC.Linsley.2010.lpd,marine sediment,Mg/Ca,mmol/mol
CO00COKY-SAMPLEDATA.lpd,coral,D18O,permil
DSDP502.deMenocal.1992.lpd,marine sediment,D18O,per mil
DSDP552.Shackleton.1984.lpd,marine sediment,D18O,per mil
DSDP607.Lisiecki.2005.lpd,marine sediment,D18O,per mil
DSDP610.Lisiecki.2005.lpd,marine sediment,D18O,per mil
Eur-CentralandEasternPyrenees.Pla.2004.lpd,lake sediment,SampleID,NotApplicable
Eur-CentralEurope.Dobrovolný.2009.lpd,documents,GhostMeasured,NotApplicable
Eur-CoastofPortugal.Abrantes.2011.lpd,marine sediment,GhostMeasured,NotApplicable
Eur-EasternCarpathianMountains.Popa.2008.lpd,tree,Trsgi,NA
Eur-EasternCarpathianMountains.Popa.2008.lpd,tree,TRW,NA
Eur-EuropeanAlps.Büntgen.2011.lpd,tree,Trsgi,NA
Eur-EuropeanAlps.Büntgen.2011.lpd,tree,TRW,NA
Eur-FinnishLakelands.Helama.2014.lpd,tree,GhostMeasured,NotApplicable
Eur-LakeSilvaplana.Larocque-Tobler.2010.lpd,lake sediment,GhostMeasured,NotApplicable
Eur-LakeSilvaplana.Trachsel.2010.lpd,lake sediment,GhostMeasured,NotApplicable
Eur-Lötschental.Büntgen.2006.lpd,tree,MXD,NA
Eur-MaritimeFrenchAlps.Büntgen.2012.lpd,tree,Trsgi,NA
Eur-MaritimeFrenchAlps.Büntgen.2012.lpd,tree,TRW,NA
Eur-NorthernScandinavia.Esper.2012.lpd,tree,MXD,NA
Eur-NorthernSpain.Martín-Chivelet.2011.lpd,speleothem,D18O,permil
Eur-RAPiD-17-5P.Moffa-Sanchez.2014.lpd,marine sediment,D18O,permil
Eur-Seebergsee.Larocque-Tobler.2012.lpd,lake sediment,GhostMeasured,NotApplicable
Eur-SpanishPyrenees.Dorado-Linan.2012.lpd,tree,Trsgi,NA
Eur-SpanishPyrenees.Dorado-Linan.2012.lpd,tree,TRW,NA
Eur-SpannagelCave.Mangini.2005.lpd,speleothem,D18O,permil
Eur-Stockholm.Leijonhufvud.2009.lpd,documents,GhostMeasured,NotApplicable
Eur-Tallinn.Tarand.2001.lpd,documents,JulianDay,days
Eur-TatraMountains.Büntgen.2013.lpd,tree,Trsgi,NA
Eur-TatraMountains.Büntgen.2013.lpd,tree,TRW,NA
GeoB10042-1.Setiawan.2016.lpd,marine sediment,D18O,per mil
GeoB10042-1.Setiawan.2016.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB10043-3.Setiawan.2016.lpd,marine sediment,D18O,per mil
GeoB10043-3.Setiawan.2016.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB10069-3.Gibbons.2014.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB10069-3.Gibbons.2014.lpd,marine sediment,D18O,per mil
GeoB1023-5.Kim.2002.lpd,marine sediment,Uk37Prime,NaN
GeoB12605-3.Kuhnert.2014.lpd,marine sediment,D18O,per mil
GeoB12605-3.Kuhnert.2014.lpd,marine sediment,D18O,per mil
GeoB12605-3.Kuhnert.2014.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB12610-2.Rippert.2015.lpd,marine sediment,D18O,per mil
GeoB12610-2.Rippert.2015.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB12610-2.Rippert.2015.lpd,marine sediment,D18O,per mil
GeoB12610-2.Rippert.2015.lpd,marine sediment,Mg/Ca,mmol/mol
GeoB3129-1.Weldeab.2006.lpd,marine sediment,D18O,per mil
GeoB33021.Kim.2002.lpd,marine sediment,Uk37Prime,NotApplicable
GeoB3911-3.Weldeab.2006.lpd,marine sediment,D18O,per mil
GeoB3911-3.Weldeab.2006.lpd,marine sediment,D18O,per mil
GeoB5844-2.Arz.2003.lpd,marine sediment,DiffuseSpectralReflectance,NotApplicable
GeoB7702-3.Castaneda.2010.lpd,marine sediment,TEX86,NotApplicable
GeoB7702-3.Castaneda.2010.lpd,marine sediment,BIT,NotApplicable
GeoB7702-3.Castaneda.2010.lpd,marine sediment,Uk37Prime,NotApplicable
GIK16160-3.Wang.2003.lpd,marine sediment,Uk37Prime,NotApplicable
GIK17748-2.Kim.2002.lpd,marine sediment,Uk37Prime,NotApplicable
GIK17940-2.Pelejero.1999.lpd,marine sediment,Uk37,NotApplicable
GIK23258.Sarnthein.2003.lpd,marine sediment,D13C,percent PCD
GIK23258.Sarnthein.2003.lpd,marine sediment,D18O,percent PCD
GIK23258.Sarnthein.2003.lpd,marine sediment,D18O,percent PDB
GIK23258.Sarnthein.2003.lpd,marine sediment,D13C,percent PDB
JM98-1-PC.Husum.2004.lpd,marine sediment,D13C,per mil
JM98-1-PC.Husum.2004.lpd,marine sediment,D18O,per mil
JR51GC35.Bendle.2007.lpd,marine sediment,Uk37,unitless
Juxtlahuaca.Lachniet.2012.lpd,speleothem,Distance,mm
Juxtlahuaca.Lachniet.2012.lpd,speleothem,D18O,per mil VPDB
Juxtlahuaca.Lachniet.2012.lpd,speleothem,D18O,per mil VPDB
Juxtlahuaca.Lachniet.2013.lpd,speleothem,Distance,mm
Juxtlahuaca.Lachniet.2013.lpd,speleothem,D18O,per mil VPDB
Juxtlahuaca.Lachniet.2013.lpd,speleothem,D18O,per mil VPDB
Juxtlahuaca.Lachniet.2017.lpd,speleothem,Distance,mm
Juxtlahuaca.Lachniet.2017.lpd,speleothem,D18O,per mil VPDB
Juxtlahuaca.Lachniet.2017.lpd,speleothem,D18O,per mil VPDB
Kesang.Cheng.2012.lpd,speleothem,D18O,per mil VPDB
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,B/Ca,umol/mol
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,B/Ca,umol/mol
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,NumberOfObservations,NaN
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,B/Ca,umol/mol
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,B/Ca,umol/mol
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,NumberOfObservations,NaN
KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,D18O,per mil
KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,D18O,per mil
KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,Mg/Ca,mmol/mol
KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,Ba/Ca,mmol/mol
KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,D18O,per mil
KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,Mg/Ca,mmol/mol
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,D13C,per mil
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,D18O,per mil
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,Uk37Prime,NotApplicable
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,AlkenoneAbundance,NotApplicable
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,Uk37Prime,NotApplicable
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,AlkenoneAbundance,NotApplicable
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,Density,g/cm^3
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,TotalOrganicCarbon,percent
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,N,percent
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,C/N,NotApplicable
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,CaCO3,percent
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,Uk37Prime,NotApplicable
LakeSurprise.Falster.2018.lpd,lake sediment,D13C,per mille VPDB
LakeSurprise.Falster.2018.lpd,lake sediment,C,per cent
LakeSurprise.Falster.2018.lpd,lake sediment,N,per cent
LakeSurprise.Falster.2018.lpd,lake sediment,C/N,unitless
LV29-114-3.Max.2012.lpd,marine sediment,Uk37Prime,NaN
M25_4-KL1.Emeis.2000.lpd,marine sediment,Uk37Prime,NotApplicable
M35003-4.Ruehlemann.1999.lpd,marine sediment,D18O,per mil
M35003-4.Ruehlemann.1999.lpd,marine sediment,37:3AlkenoneConcentration,ng/g
M35003-4.Ruehlemann.1999.lpd,marine sediment,37:2AlkenoneConcentration,ng/g
M35003-4.Ruehlemann.1999.lpd,marine sediment,AlkenoneConcentration,ng/g
M35003-4.Ruehlemann.1999.lpd,marine sediment,Uk37Prime,NotApplicable
M77-2_056.Nurnberg.2015.lpd,marine sediment,D13C,per mil
M77-2_056.Nurnberg.2015.lpd,marine sediment,D18O,permil
M77-2_056.Nurnberg.2015.lpd,marine sediment,D13C,per mil
M77-2_056.Nurnberg.2015.lpd,marine sediment,D18O,per mil
M77-2_056.Nurnberg.2015.lpd,marine sediment,Mg/Ca,mmol/mol
M77-2_056.Nurnberg.2015.lpd,marine sediment,D13C,per mil
M77-2_056.Nurnberg.2015.lpd,marine sediment,D18O,per mil
M77-2_056.Nurnberg.2015.lpd,marine sediment,Mg/Ca,mmolmol
MD01-2378.Xu.2008.lpd,marine sediment,D18O,per mil PDB
MD01-2378.Xu.2008.lpd,marine sediment,D18O,per mil PDB
MD01-2378.Xu.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD01-2378.Xu.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD01-2390.Steinke.2008.lpd,marine sediment,D18O,per mil
MD01-2390.Steinke.2008.lpd,marine sediment,D18O,per mil
MD01-2390.Steinke.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD01-2390.Steinke.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD01-2390.Steinke.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD01-2390.Steinke.2008.lpd,marine sediment,Uk37Prime,NotApplicable
MD01-2412.Harada.2006.lpd,marine sediment,Uk37Prime,NotApplicable
MD02-2575.Ziegler.2008.lpd,marine sediment,D18O,per mil
MD02-2575.Ziegler.2008.lpd,marine sediment,D18O,per mil
MD02-2575.Ziegler.2008.lpd,marine sediment,Mg/Ca,mmol/mol
MD03-2601.Kim.2012.lpd,marine sediment,TEX86,NotApplicable
MD03-2797.Weldeab.2007.lpd,marine sediment,Ba/Ca,NotApplicable
MD03-2797.Weldeab.2007.lpd,marine sediment,D18O,per mil PDB
MD03-2797.Weldeab.2007.lpd,marine sediment,Mg/Ca,mmol/mol
MD05-2904.Steinke.2011.lpd,marine sediment,Mg/Ca,mmol/mol
MD05-2904.Steinke.2011.lpd,marine sediment,Mg/Ca,mmol/mol
MD95-2015.Marchal.2002.lpd,marine sediment,Uk37Prime,unitless
MD95-2043.Cacho.1999.lpd,marine sediment,Uk37Prime,NotApplicable
MD97-2121.Marr.2013.lpd,marine sediment,Mg/Ca,mmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Mg/Ca,mmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Al/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Al/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Mn/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Mn/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Zn/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Zn/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Sr/Ca,mmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Sr/Ca,mmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Ba/Ca,μmol/mol
MD97-2121.Marr.2013.lpd,marine sediment,Ba/Ca,μmol/mol
MD97-2141.Rosentha.2003.lpd,marine sediment,D18O,per mil
MD97-2141.Rosentha.2003.lpd,marine sediment,Mg/Ca,mmol/mol
MD972120-MD972121.Pahnke.2006.lpd,marine sediment,Uk37Prime,unitless
MD98-2165.Levi.2007.lpd,marine sediment,D18O,per mil
